location,image_description,text,translated_text,id
10) फाग्ला,,10) फाग्ला,10) Laughing,image_bodo_577.jpg
Bottom left image,"A black and white drawing of a person laughing hysterically, hunched over with their hands on their knees.",,,image_bodo_577.jpg
12) गुदुं नांगौबाल बैथाला,,12) गुदुं नांगौबाल बैथाला,12) I am laughing heartily,image_bodo_577.jpg
14) नांलायफेराखै जांहां,,14) नांलायफेराखै जांहां,14) I will not laugh,image_bodo_577.jpg
13) नैं नों गुन्दा,,13) नैं नों गुन्दा,13) You are angry,image_bodo_577.jpg
Top text,,साख्रि लाना आदै आव जोनाय जोनाय लानो साननाय,"Sacrifice is coming, let's bring, let's bring, let's bring",image_bodo_576.jpg
Center Image,"A person's hand pointing towards a large, rounded, object that resembles a mushroom or fungus, attached to some wooden structure with greenery in the background. There is also a profile picture and name 'Adwi Gojo' with 'Just now' below it.",,,image_bodo_576.jpg
Bottom text,A crying emoji.,"सिमां आ सिमायैनो थासिगोन नामा
😭","Will I reach the limit of the limit?
😭",image_bodo_576.jpg
center,"The image has text written in bold black letters on a white background. The text is arranged in two lines. The first line reads ""Lwngnai janai ao Busy"" and the second line reads ""jwbbtar ctwb pra"" followed by a smiley face emoji. There are horizontal lines under each line of text.","Lwngnai janai ao Busy
jwbbtar ctwb pra","I know that I am Busy
Will not do it",image_bodo_210.jpg
center,The image has a pink background with white text in the center.,"Fuck sw life
ah NW",Fuck software life now,image_bodo_204.jpg
Top Text,Text written in bold sans-serif font.,WATER Milon Ni Takysw cklapwrkwwo somaina nuyw,WATER Milon Ni Takysw cklapwrkwwo somaina nuyw,image_bodo_562.jpg
Middle Image,"A hand-drawn sketch of a person's face with their eyes closed and mouth wide open, showing teeth and tongue. The sketch is done in blue ink on a white background.",,,image_bodo_562.jpg
Top text,Text in black color with a smiley emoji.,mithigwo da roje ng agni onnaiya 🙂,I will love you everyday and always :),image_bodo_166.jpg
Middle image,"A cartoon character with a big head and a small body, holding a pink heart with both hands. The character has blush marks on its cheeks and a smiling face. The text 'Memes bodo' is written on the right side of the character.",Memes bodo,Memes bodo,image_bodo_166.jpg
Bottom text,Text in black color with a neutral face emoji.,Nngni sim bese guar bese Gwtwo 😑,I will make you happy and take care of you. I am bored. 😑,image_bodo_166.jpg
Top,"The top text reads 'Bungnw Rao
gwiyakhugayao' with a sweating emoji and a broken heart emoji.","Bungnw Rao
gwiyakhugayao","Bungnw Rao
gwiyakhugayao",image_bodo_172.jpg
Center,"A cute, light gray cat character with pink cheeks and large dark eyes, sitting down and looking sad.",,,image_bodo_172.jpg
Bottom,"The bottom text reads 'Agdi bekwo besang
Onwmwn' with a sad emoji.","Agdi bekwo besang
Onwmwn","Agdi bekwo besang
Onwmwn",image_bodo_172.jpg
Bottom right of center image,A small black rectangle with white text.,Memes bodo,Memes bodo,image_bodo_172.jpg
Top,Text in a dark gray font that reads 'लंथ जुगा फैफिनबाय गानजों मोसानाय reelskwo'.,लंथ जुगा फैफिनबाय गानजों मोसानाय reelskwo,The day it's fake you'll ask why reelskwo,image_bodo_402.jpg
Middle,A meme image of a Black man laughing hysterically with his hand on his forehead.,मालखौ नुनो नागिरलायो,The money is not visible,image_bodo_402.jpg
Bottom,Text in a dark gray font that reads 'बिहाव बिखुनजो आ नुसनब्ला मा सानगोन'.,बिहाव बिखुनजो आ नुसनब्ला मा सानगोन,"If the marriage is broken, what will happen?",image_bodo_402.jpg
middle,"The text ""VIRAL DAJASWI MADWIMWN"" is displayed in bold, grey, sans-serif font against a white background.",VIRAL DAJASWI MADWIMWN,VIRAL DAJASWI MADWIMWN,image_bodo_364.jpg
Top,,HELLO SIR ANGNI FACEBOOK KWO,"Hello Sir, you are on Facebook.",image_bodo_370.jpg
Middle,"A man with a shaved head, a red dot on his forehead, and a mustache.",,,image_bodo_370.jpg
Bottom,,PWISA HABGRA KLMDW ONNANWI,You are a good person.,image_bodo_370.jpg
Top,Black text on a white background.,"गौरां दैसा सेराव over flood ज्ञनाय
सिक्ला न आव थानो रोंयखौ","Gora desha serov over flood gyenay
Sikla na av thano rongkhou",image_bodo_416.jpg
Middle,A man wearing a dark hoodie is laughing hysterically while speaking into a microphone. There are musical notes floating around him.,,,image_bodo_416.jpg
Bottom,Black text on a white background.,"लाना फाग्ला बाबायो हाबा
खालामसै नआ बा मोनाला","Lana fagla babayo haba
Khalamse na ba monala",image_bodo_416.jpg
Top text,"Text on a white background with the question ""ma bustu bely ?""",ma bustu bely ?,What are you doing?,image_bodo_358.jpg
Bottom part,"A screenshot of a WhatsApp chat notification, showing a message from 'WhatsApp' with a video attached, and options to 'Reply', 'Mark as read', and 'Mute'.","WhatsApp • 1. .......or now
Video (7:25)
Reply
Mark as read
Mute","WhatsApp • 1. .......or now
Video (7:25)
Reply
Mark as read
Mute",image_bodo_358.jpg
Center,Text in white on a coral background.,"Nedwngmwn mwnaswi matw 😔
swrnibsw jabai","Nedwngmwn mwnaswi matw 😔
swrnibsw jabai",image_bodo_70.jpg
Top,Bold text on the top of the image,HAJIRA MAONA GF KWO PARK DWIHYHWINA MA MWNKW,HAJIRA MAONA GF KWO PARK DWIHYHWINA MA MWNKW,image_bodo_399.jpg
Center,"A cartoon drawing of a person with blue hair, eyes wide open, mouth agape in a laugh or shout, pointing a finger forward, with a nervous or excited expression.",,,image_bodo_399.jpg
Bottom,Bold text on the bottom of the image,GARJABA GABLA BYDW WMPRY,GARJABA GABLA BYDW WMPRY,image_bodo_399.jpg
Top,Text saying I love u lwi with a smiling emoji.,I love u lwi,I love you lwi,image_bodo_66.jpg
Middle,"A cartoon character with blush marks on its cheeks, holding three pink hearts, two of them floating.",,,image_bodo_66.jpg
Bottom Right,"A yellow label with text ""Memes bodo"".",Memes bodo,Memes bodo,image_bodo_66.jpg
Bottom,Text saying Ngkwo budg laogii with a star-struck emoji.,Ngkwo budg laogii,Ngkwo budg laogii,image_bodo_66.jpg
top text,text about something being fake,सैथो खोथखै बुं-,Fake news.,image_bodo_428.jpg
middle text,text that seems to be a question,"उदैयाव खुदिया थाबा गोखै जानो लुबैयो
होत्राय आ नंगौना नडा महिलाफोर ?","You get the news of someone's death and then you want to
Doubt it, but you don't doubt women?",image_bodo_428.jpg
bottom part,a hand holding a microphone,,,image_bodo_428.jpg
Top,White text on a grey background,Duku mwnbailang dinwi,Duku mwnbailang dinwi,image_bodo_99.jpg
Top,profile picture of Konjita Boro,Konjita Boro,Konjita Boro,image_bodo_372.jpg
link,,https://youtu.be/gW4Z-Qz1698?si=FFkteAKwcYyzATUI,https://youtu.be/gW4Z-Qz1698?si=FFkteAKwcYyzATUI,image_bodo_372.jpg
text below link,,Agkwo nimaha lwdw lwgfwfr 🙏🙏,Agkwo nimaha lwdw lwgfwfr 🙏🙏,image_bodo_372.jpg
middle part of the image,"three images of a person in traditional attire, one dancing, one falling, and one standing",FOR ANY NEWS ADVERTISEMENT CONTACT US : 9678455328,FOR ANY NEWS ADVERTISEMENT CONTACT US : 9678455328,image_bodo_372.jpg
text below red banner,,youtube.com,youtube.com,image_bodo_372.jpg
text below youtube.com,,Agkwo nimaha. Hwdr lwgfwfr 🙏🙏,Agkwo nimaha. Hwdr lwgfwfr 🙏🙏,image_bodo_372.jpg
Top,"Text ""Sŵrniba jagwn Ngba"" with a smiling emoji.",Sŵrniba jagwn Ngba 🙂,Want to play football 🙂,image_bodo_158.jpg
Middle,A young boy with a confused or hesitant expression.,,,image_bodo_158.jpg
Bottom,"Text ""Agni ba jagwna jaya"" with a smiling emoji.",Agni ba jagwna jaya 🙂,I don't want to play,image_bodo_158.jpg
Top Text,"The text is written in bold black letters with a broken heart emoji at the end. The text reads ""Harsing harsing mwngra jabai Agni be gwsw ah"".",Harsing harsing mwngra jabai Agni be gwsw ah,"Being lazy, being lazy is a big problem, isn't it?",image_bodo_164.jpg
Middle,"A cartoon image of a small, sad-looking white character with pink cheeks and a curved line for a mouth. The character is sitting with its legs bent and arms resting on its knees. There is a small black rectangle with white text ""Memes bodo"" below its right arm.",Memes bodo,Memes bodo,image_bodo_164.jpg
Bottom Text,"The text is written in bold black letters. The text reads ""Ng gwiywi ni prai nw"".",Ng gwiywi ni prai nw,You are very lazy.,image_bodo_164.jpg
Top,"Text that says ""Wi laogi ma bwrwi dg"" followed by a smiling emoji.",Wi laogi ma bwrwi dg,I am also thinking about it,image_bodo_170.jpg
Middle,"A cartoon cat resting its head on its paw, looking bored or tired, with a puff of smoke coming from its head, and text ""Memes bodo"" below it.",Memes bodo,Memes bodo,image_bodo_170.jpg
Bottom,"Text that says ""Da sandi"" followed by a neutral face emoji.",Da sandi,My turn,image_bodo_170.jpg
Top,A young man wearing a blue t-shirt is standing and smiling in an outdoor setting with greenery and colorful decorations in the background.,"# Lwkhi fwibai
36,075 views 6 hr ago #JAI ...more","# Lwkhi fwibai
36,075 views 6 hr ago #JAI ...more",image_bodo_616.jpg
Middle,A YouTube channel name 'JAMES BODO VLOG' is displayed with a subscriber count of 225K.,JAMES BODO VLOG 225K,JAMES BODO VLOG 225K,image_bodo_616.jpg
Middle buttons,"Buttons for Like, Dislike, Share, Remix, and Thanks are displayed.","3.1K
Share
Remix
Thanks","3.1K
Share
Remix
Thanks",image_bodo_616.jpg
Bottom,A comment section is visible with a profile picture and a comment.,"Comments 346
Be okhaya Madwi Gemsrini mwdwisw

","Comments 346
It is very difficult for Madwi Gemsrini to accept it

",image_bodo_616.jpg
Top text,The text in this part is written in Devanagari script.,"सिख्लाफोरा जेसेबानोखि समायना, लेखा","As long as you are in Sikhlafora, write",image_bodo_6.jpg
Middle text,The text in this part is written in Devanagari script.,गोरोंआनो जायथों मानो जेब्लाबो हौवानि,"If you go out, they will be considered as if they have been called",image_bodo_6.jpg
Bottom text,The text in this part is written in Devanagari script.,सिंडवसो थाखानागौ ।,Sindavso Thakhanaou.,image_bodo_6.jpg
Bottom logo,A Facebook logo with the text 'MoYe Memer' next to it.,f MoYe Memer,f MoYe Memer,image_bodo_6.jpg
Top,"Text in a bold, dark font.",अबे सासे मोदायखै फुजिबा Gf मोनगोन जाखो आदैमोन?,"Hey, have you forgotten your sister's boyfriend?",image_bodo_548.jpg
Middle,"A man with his eyes closed, laughing hysterically.",,,image_bodo_548.jpg
Bottom,A profile picture and username 'Adwi Gojo' with the text 'Just now' and a small icon of people.,,,image_bodo_548.jpg
center,Text in black color on a white background. The text is written in a specific font and appears to be in Hindi. It reads 'pagla be gusu gusu Bwtwrao party janw ngsr dubli gejerao hwd kla bayw lang ctwb' followed by a smiling emoji.,"pagla be gusu gusu Bwtwrao party janw ngsr dubli gejerao hwd kla bayw lang ctwb
😊","Crazy, be it gusu gusu, Bwtwrao party, or dubli gejerao, I will go
😊",image_bodo_212.jpg
Top,"Text written in Marathi which says ""Baby, tonight is the first night""",हाबा जागॊदान जेब्ला आनि FIRST NIGHT,"Baby, tonight is the first night",image_bodo_574.jpg
Middle Left,Profile picture of a young man named Adwi Gojo.,"Adwi Gojo
Just now","Adwi Gojo
Just now",image_bodo_574.jpg
Bottom Left,Text written in English: MY FRIENDS:-,MY FRIENDS:-,MY FRIENDS:-,image_bodo_574.jpg
Middle Right,"A man is climbing a brick wall, with trees on the left and houses on the right.",,,image_bodo_574.jpg
Top,"The text ""Lwd...i beg....t"" is displayed with an angry emoji next to it.",Lwd...i beg....t,Lmao...I beg....t,image_bodo_206.jpg
Middle,A Shiba Inu dog is shown pointing a gun at the viewer.,,,image_bodo_206.jpg
Bottom,"The text ""jng bai dwi ag ngkwo"" is displayed with an angry emoji next to it.",jng bai dwi ag ngkwo,Are you going to give it to me?,image_bodo_206.jpg
Top text,,ctwb ngsajw kwo,Can you come to my house,image_bodo_213.jpg
Middle text,,horaba 🙂,to play,image_bodo_213.jpg
Image,A person in a green shirt holding a slingshot.,,,image_bodo_213.jpg
Bottom right text,,Memes bodo,Memes bodo,image_bodo_213.jpg
Bottom text 1,,bekwo nudg 🙂 tapli yao,my friend will come to play,image_bodo_213.jpg
Bottom text 2,,gaojabasw agjng,then we will play,image_bodo_213.jpg
Top,text written in a dark color on a white background,सायोबो नामा माथो आउ उ आ होनलायथारो,"The name Sayobo is Maya, Ou U A is Honlaytharo.",image_bodo_575.jpg
Middle,A hand holds a red microphone against a white background. There is also a profile picture and the name 'Adwi Gojo' with 'Just now' below it.,,,image_bodo_575.jpg
Bottom,text written in a dark color on a white background,सायोब्ला मानोथो गोदान गोदान नागिरबावो माखायसेफोरा,Sayobla Manotho Godan Godan Nagirbavo Makhaysefota,image_bodo_575.jpg
